"lower_bound_ip_address","upper_bound_ip_address","country"
3282010112,3282042879,"Norway"
3282042880,3282083839,"Switzerland"
3282083840,3282084351,"Germany"
3282084352,3282084863,"Romania"
3282084864,3282085375,"Russian Federation"
3282085376,3282085887,"Belgium"
3282085888,3282086399,"Germany"
3282086400,3282086911,"Latvia"
3282086912,3282087423,"Germany"
3282087424,3282087935,"Poland"
3282087936,3282088447,"Sweden"
3282088448,3282088959,"Poland"
3282088960,3282089471,"Poland"
3282089472,3282089983,"Slovakia (SLOVAK Republic)"
3282089984,3282090495,"Poland"
3282090496,3282091007,"United Kingdom"
3282091008,3282091519,"France"
3282091520,3282092031,"Switzerland"
3282092032,3282093055,"Ukraine"
3282093056,3282094079,"Germany"
3282094080,3282095103,"Germany"
3282095104,3282096127,"Ukraine"
3282096128,3282097151,"Italy"
3282097152,3282098175,"United Kingdom"
3282098176,3282099199,"Netherlands"
3282099200,3282100223,"Ukraine"
3282100224,3282101247,"Spain"
3282101248,3282102271,"Germany"
3282102272,3282103295,"Ukraine"
3282103296,3282104319,"United Kingdom"
3282104320,3282105343,"Israel"
3282105344,3282106367,"Russian Federation"
3282106368,3282107391,"Germany"
3282107392,3282108415,"Netherlands"
3282108416,3282116607,"Russian Federation"
3282116608,3282124799,"Russian Federation"
3282124800,3282141183,"Russian Federation"
3282141184,3282173951,"Russian Federation"
3282173952,3282174463,"Ukraine"
3282174464,3282174975,"United Kingdom"
3282174976,3282175487,"Germany"
3282175488,3282175999,"Russian Federation"
3282176000,3282176511,"Russian Federation"
3282176512,3282177023,"Russian Federation"
3282177024,3282177535,"United Kingdom"
3282177536,3282178047,"Kazakhstan"
3282178048,3282178559,"Poland"
3282178560,3282179071,"Spain"
3282179072,3282179583,"United Kingdom"
3282179584,3282180095,"Russian Federation"
3282180096,3282180607,"Poland"
3282180608,3282181119,"Kazakhstan"
3282181120,3282181631,"United Kingdom"
3282181632,3282182143,"Germany"
3282182144,3282190335,"Russian Federation"
3282190336,3282190847,"Ukraine"
3282190848,3282191359,"Israel"
3282191360,3282191871,"Russian Federation"
3282191872,3282192383,"Ukraine"
3282192384,3282192895,"Bulgaria"
3282192896,3282193407,"Ukraine"
3282193408,3282193919,"Poland"
3282193920,3282194431,"Russian Federation"
3282194432,3282195455,"Ukraine"
3282195456,3282196479,"Ireland"
3282196480,3282197503,"Ukraine"
3282197504,3282198527,"Russian Federation"
3282198528,3282206719,"United Kingdom"
3282206720,3282214911,"Switzerland"
3282214912,3282223103,"Switzerland"
3282223104,3282231295,"Belgium"
3282231296,3282239487,"Germany"
3282239488,3282272255,"Sweden"
3282272256,3282305023,"Sweden"
3282305024,3282370559,"Poland"
3282370560,3282436095,"Finland"
3282436096,3282444287,"United Kingdom"
3282444288,3282452479,"United Kingdom"
3282452480,3282468863,"United Kingdom"
3282468864,3282477055,"United Kingdom"
3282477056,3282485247,"Russian Federation"
3282485248,3282493439,"Gibraltar"
3282493440,3282501631,"Nigeria"
3282501632,3282534399,"Greece"
3282534400,3282550783,"United Kingdom"
3282550784,3282554879,"France"
3282554880,3282558975,"Germany"
3282558976,3282563071,"France"
3282563072,3282567167,"United Kingdom"
3282567168,3282575359,"Slovakia (SLOVAK Republic)"
3282575360,3282583551,"Slovakia (SLOVAK Republic)"
3282583552,3282599935,"Slovakia (SLOVAK Republic)"
3282599936,3282632703,"Slovakia (SLOVAK Republic)"
3282632704,3282698239,"Netherlands"
3282698240,3282706431,"Greece"
3282706432,3282714623,"Russian Federation"
3282714624,3282722815,"Austria"
3282722816,3282731007,"Germany"
3282731008,3282739199,"Finland"
3282739200,3282739455,"Switzerland"
3282739456,3282739711,"Romania"
3282739712,3282739967,"France"
3282739968,3282740223,"Iran (ISLAMIC Republic Of)"
3282740224,3282740479,"France"
3282740736,3282740991,"Bulgaria"
3282740992,3282741247,"Germany"
3282741248,3282741503,"Portugal"
3282741504,3282741759,"United Kingdom"
3282741760,3282742015,"Spain"
3282742016,3282742271,"Romania"
3282742272,3282742527,"Romania"
3282742528,3282742783,"United Kingdom"
3282742784,3282743039,"Russian Federation"
3282743040,3282743295,"Switzerland"
3282743296,3282743551,"Cyprus"
3282743552,3282743807,"Slovenia"
3282743808,3282744063,"Bulgaria"
3282744064,3282744319,"Ukraine"
3282744320,3282744575,"Saudi Arabia"
3282744576,3282744831,"Lithuania"
3282744832,3282745087,"Poland"
3282745088,3282745343,"Serbia"
3282745344,3282745599,"Hungary"
3282745600,3282745855,"Germany"
3282745856,3282746111,"Poland"
3282746112,3282746367,"Sweden"
3282746368,3282746623,"Poland"
3282746624,3282746879,"Sweden"
3282746880,3282747135,"Romania"
3282747136,3282747391,"Poland"
3282747392,3282755583,"Russian Federation"
3282755584,3282763775,"Russian Federation"
3282763776,3282771967,"United Kingdom"
3282771968,3282780159,"United Kingdom"
3282780160,3282796543,"United Kingdom"
3282796544,3282829311,"United Kingdom"
3282829312,3282894847,"United Kingdom"
3282894848,3282903039,"United Kingdom"
3282903040,3282911231,"United Kingdom"
3282911232,3282927615,"United Kingdom"
3282927616,3282960383,"United Kingdom"
3282960384,3283025919,"Turkey"
3283025920,3283091455,"Turkey"
3283091456,3283124223,"Switzerland"
3283124224,3283132415,"Switzerland"
3283132416,3283140607,"Switzerland"
3283140608,3283148799,"Switzerland"
3283148800,3283156991,"Switzerland"
3283156992,3283173375,"Germany"
3283173376,3283174399,"Poland"
3283174400,3283175423,"Ukraine"
3283175424,3283176447,"Ukraine"
3283176448,3283177471,"United Kingdom"
3283177472,3283178495,"Belgium"
3283178496,3283179519,"Poland"
3283179520,3283180543,"Luxembourg"
3283180544,3283181567,"Ukraine"
3283181568,3283182079,"Norway"
3283182080,3283182335,"Norway"
3283182336,3283182591,"Norway"
3283182592,3283183615,"Poland"
3283183616,3283184639,"Russian Federation"
3283186688,3283187711,"Ukraine"
3283187712,3283188735,"Russian Federation"
3283188736,3283189759,"Ukraine"
3283189760,3283206143,"Germany"
3283206144,3283206655,"United Kingdom"
3283207168,3283207679,"Poland"
3283207680,3283208191,"Austria"
3283208192,3283208703,"Germany"
3283208704,3283209215,"Norway"
3283209216,3283209727,"Russian Federation"
3283209728,3283210239,"Turkey"
3283210240,3283210751,"Ukraine"
3283210752,3283211263,"Poland"
3283211264,3283211775,"United Kingdom"
3283211776,3283212287,"Netherlands"
3283212288,3283212799,"Poland"
3283212800,3283213311,"Bulgaria"
3283213312,3283213823,"Spain"
3283213824,3283214335,"Ukraine"
3283214336,3283214847,"Romania"
3283214848,3283215359,"Russian Federation"
3283215360,3283215871,"Austria"
3283215872,3283216383,"Turkey"
3283216384,3283216895,"Germany"
3283216896,3283217407,"Switzerland"
3283217408,3283217919,"Ukraine"
3283217920,3283218431,"Ukraine"
3283218432,3283218943,"Ukraine"
3283218944,3283219455,"Netherlands"
3283219456,3283219967,"United Kingdom"
3283219968,3283220479,"Belgium"
3283220480,3283220991,"Bulgaria"
3283220992,3283221503,"Austria"
3283221504,3283222015,"United Kingdom"
3283222016,3283222527,"Germany"
3283222528,3283223039,"Germany"
3283223040,3283223551,"Russian Federation"
3283223552,3283224063,"Netherlands"
3283224064,3283224575,"European Union"
3283224576,3283225087,"Bulgaria"
3283225088,3283225599,"Ukraine"
3283225600,3283226111,"Russian Federation"
3283226112,3283226623,"Denmark"
3283226624,3283227135,"Russian Federation"
3283227136,3283227647,"Ukraine"
3283227648,3283228159,"Russian Federation"
3283228160,3283228671,"Russian Federation"
3283228672,3283229183,"Russian Federation"
3283229184,3283229695,"Poland"
3283229696,3283230207,"Italy"
3283230208,3283230719,"Ukraine"
3283230720,3283238911,"Serbia"
3283238912,3283247103,"Czech Republic"
3283247104,3283247615,"Latvia"
3283247616,3283248127,"Bulgaria"
3283248128,3283248639,"Germany"
3283248640,3283249151,"Romania"
3283249152,3283249663,"Ukraine"
3283249664,3283249919,"Romania"
3283249920,3283250175,"Romania"
3283250176,3283250687,"Russian Federation"
3283250688,3283251199,"Romania"
3283251200,3283251711,"France"
3283251712,3283252223,"Poland"
3283252224,3283252735,"Bulgaria"
3283252736,3283253247,"Slovenia"
3283253248,3283253759,"Romania"
3283253760,3283254271,"Poland"
3283254272,3283254783,"Romania"
3283254784,3283255295,"Romania"
3283255296,3283263487,"Ukraine"
3283263488,3283271679,"Sweden"
3283271680,3283279871,"Russian Federation"
3283279872,3283288063,"Sweden"
3283288064,3283353599,"Germany"
3283353600,3283419135,"Germany"
3283419136,3283427327,"Denmark"
3283427328,3283435519,"Denmark"
3283435520,3283451903,"Denmark"
3283451904,3283484671,"Denmark"
3283484672,3283484927,"Ukraine"
3283484928,3283485183,"Netherlands"
3283485184,3283485439,"Germany"
3283485440,3283485695,"Russian Federation"
3283485696,3283485951,"United Kingdom"
3283485952,3283486207,"Sweden"
3283486208,3283486463,"Austria"
3283486464,3283486719,"Ukraine"
3283486720,3283486975,"Russian Federation"
3283486976,3283487231,"Poland"
3283487232,3283487487,"France"
3283487488,3283487743,"Germany"
3283487744,3283487999,"Switzerland"
3283488000,3283488255,"Netherlands"
3283488256,3283488511,"Poland"
3283488512,3283488767,"Russian Federation"
3283488768,3283489023,"France"
3283489024,3283489279,"France"
3283489280,3283489535,"Germany"
3283489536,3283489791,"Poland"
3283489792,3283490047,"Russian Federation"
3283490048,3283490303,"Ukraine"
3283490304,3283490559,"Ukraine"
3283490560,3283490815,"Poland"
3283490816,3283491071,"Switzerland"
3283491072,3283491327,"Turkey"
3283491328,3283491583,"Austria"
3283491584,3283491839,"Romania"
3283491840,3283492095,"Russian Federation"
3283492096,3283492351,"Austria"
3283492352,3283492607,"Spain"
3283492608,3283492863,"Saudi Arabia"
3283492864,3283493119,"Denmark"
3283493120,3283493375,"Israel"
3283493376,3283493631,"Poland"
3283493632,3283493887,"Poland"
3283493888,3283494143,"Denmark"
3283494400,3283494655,"Poland"
3283494656,3283494911,"Denmark"
3283494912,3283495167,"Poland"
3283495168,3283495423,"Bulgaria"
3283495424,3283495679,"Turkey"
3283495680,3283495935,"Netherlands"
3283495936,3283496191,"Bulgaria"
3283496192,3283496447,"Germany"
3283496448,3283496703,"Croatia (LOCAL Name: Hrvatska)"
3283496704,3283496959,"Latvia"
3283496960,3283497215,"Germany"
3283497216,3283497471,"Poland"
3283497472,3283497727,"Germany"
3283497728,3283497983,"Poland"
3283497984,3283498239,"Poland"
3283498240,3283498495,"Switzerland"
3283498496,3283498751,"Poland"
3283498752,3283499007,"Austria"
3283499008,3283499263,"Germany"
3283499264,3283499519,"Russian Federation"
3283499520,3283499775,"Germany"
3283499776,3283500031,"United Kingdom"
3283500032,3283500287,"Germany"
3283500288,3283500543,"Slovenia"
3283500544,3283500799,"United Kingdom"
3283500800,3283501055,"Ukraine"
3283501056,3283509247,"Lithuania"
3283509248,3283517439,"European Union"
3283517440,3283525631,"Russian Federation"
3283525632,3283533823,"United Kingdom"
3283533824,3283534335,"Ukraine"
3283534336,3283534847,"Ukraine"
3283534848,3283535359,"Germany"
3283535360,3283535871,"Romania"
3283535872,3283536383,"Gibraltar"
3283536384,3283536895,"Ukraine"
3283537408,3283537919,"Poland"
3283537920,3283538431,"Romania"
3283538432,3283538943,"Italy"
3283538944,3283539455,"Romania"
3283539456,3283539967,"Serbia"
3283539968,3283540479,"Denmark"
3283540480,3283540991,"Poland"
3283540992,3283541503,"Romania"
3283541504,3283542015,"Switzerland"
3283542016,3283550207,"Italy"
3283550208,3283615743,"European Union"
3283615744,3283623935,"Hungary"
3283623936,3283632127,"Denmark"
3283632128,3283632639,"Netherlands"
3283632640,3283633151,"United Kingdom"
3283633152,3283633663,"Sweden"
3283633664,3283634175,"Ukraine"
3283634688,3283635199,"Russian Federation"
3283635200,3283635711,"United Kingdom"
3283635712,3283636223,"Russian Federation"
3283636224,3283636735,"Ukraine"
3283636736,3283637247,"Poland"
3283637248,3283637759,"Poland"
3283637760,3283638271,"Ukraine"
3283638272,3283638783,"Poland"
3283638784,3283639295,"Russian Federation"
3283639296,3283639807,"Switzerland"
3283639808,3283640319,"Germany"
3283640320,3283648511,"Denmark"
3283648512,3283656703,"Belgium"
3283656704,3283664895,"Hungary"
3283664896,3283673087,"Ukraine"
3283673088,3283681279,"United Kingdom"
3283681280,3283746815,"Germany"
3283746816,3283755007,"Switzerland"
3283755008,3283763199,"Switzerland"
3283763200,3283779583,"Switzerland"
3283779584,3283812351,"Switzerland"
3283812352,3283877887,"Poland"
3283877888,3283943423,"United Kingdom"
3283943424,3283944447,"Czech Republic"
3283944448,3283945471,"Austria"
3283945472,3283946495,"Ukraine"
3283946496,3283947519,"United Kingdom"
3283947520,3283948543,"Ukraine"
3283948544,3283949567,"Netherlands"
3283949568,3283950591,"Sweden"
3283950592,3283951615,"Kazakhstan"
3283951616,3283952639,"Poland"
3283952640,3283953663,"Ukraine"
3283953664,3283954687,"Poland"
3283954688,3283955711,"Ukraine"
3283955712,3283956735,"Ukraine"
3283956736,3283957759,"Poland"
3283957760,3283958783,"Greece"
3283958784,3283959807,"Ukraine"
3283959808,3283960831,"France"
3283960832,3283961855,"Kazakhstan"
3283961856,3283962879,"Russian Federation"
3283962880,3283963903,"Poland"
3283963904,3283964927,"Bulgaria"
3283964928,3283965951,"Poland"
3283965952,3283966975,"Poland"
3283966976,3283967999,"Germany"
3283968000,3283969023,"Ukraine"
3283969024,3283970047,"Russian Federation"
3283970048,3283971071,"Ukraine"
3283971072,3283972095,"Russian Federation"
3283972096,3283973119,"Sweden"
3283973120,3283974143,"Netherlands"
3283974144,3283975167,"Russian Federation"
3283975168,3283976191,"Netherlands"
3283976192,3283976703,"Ireland"
3283976704,3283977215,"Denmark"
3283977216,3283977727,"Ukraine"
3283977728,3283978239,"Russian Federation"
3283978240,3283978751,"Russian Federation"
3283978752,3283979263,"Romania"
3283979264,3283979775,"Israel"
3283979776,3283980287,"Norway"
3283980288,3283980799,"Romania"
3283980800,3283981311,"Switzerland"
3283981312,3283981823,"Switzerland"
3283981824,3283982335,"Romania"
3283982336,3283982847,"Romania"
3283982848,3283983359,"Romania"
3283983360,3283983871,"Cyprus"
3283983872,3283984383,"United Kingdom"
3283984384,3283984895,"Sweden"
3283984896,3283985407,"Greece"
3283985408,3283985919,"Romania"
3283985920,3283986431,"Austria"
3283986944,3283987455,"Austria"
3283987456,3283987967,"United Kingdom"
3283987968,3283988479,"Romania"
3283988480,3283988991,"Romania"
3283988992,3283989503,"France"
3283989504,3283990015,"Russian Federation"
3283990016,3283990527,"Sweden"
3283990528,3283991039,"Romania"
3283991040,3283991551,"Romania"
3283991552,3283992063,"Sweden"
3283992064,3283992575,"Romania"
3283992576,3283993087,"Israel"
3283993088,3283993599,"Romania"
3283993600,3283994111,"Ukraine"
3283994112,3283994623,"Austria"
3283994624,3283995135,"Ukraine"
3283995136,3283995647,"Belgium"
3283995648,3283996159,"Switzerland"
3283996160,3283996671,"Macedonia"
3283996672,3283997183,"Romania"
3283997184,3283997695,"Palestinian Territory Occupied"
3283997696,3283998207,"Saudi Arabia"
3283998208,3283998719,"Ukraine"
3283998720,3283999231,"Netherlands"
3283999232,3283999743,"Russian Federation"
3283999744,3284000255,"United Kingdom"
3284000256,3284000767,"Russian Federation"
3284000768,3284001279,"Bulgaria"
3284001280,3284001791,"Ukraine"
3284001792,3284002303,"Ukraine"
3284002304,3284002815,"Poland"
3284002816,3284003327,"Denmark"
3284003328,3284003839,"Ukraine"
3284003840,3284004351,"Germany"
3284004352,3284004863,"Russian Federation"
3284004864,3284005375,"Ukraine"
3284005376,3284005887,"Panama"
3284005888,3284006399,"Germany"
3284006400,3284006911,"Ukraine"
3284006912,3284007423,"Ukraine"
3284007424,3284007935,"Romania"
3284007936,3284008447,"Switzerland"
3284008448,3284008959,"Norway"
3284008960,3284009215,"Netherlands"
3284009216,3284009471,"Poland"
3284009472,3284009727,"Germany"
3284009728,3284009983,"France"
3284009984,3284010239,"Switzerland"
3284010240,3284010495,"France"
3284010496,3284010751,"France"
3284010752,3284011007,"Germany"
3284011008,3284011263,"Germany"
3284011264,3284011519,"Germany"
3284011520,3284011775,"Croatia (LOCAL Name: Hrvatska)"
3284011776,3284012031,"Germany"
3284012032,3284012287,"Russian Federation"
3284012288,3284012543,"Ukraine"
3284012544,3284012799,"Russian Federation"
3284012800,3284013055,"Austria"
3284013056,3284013311,"Austria"
3284013312,3284013567,"Poland"
3284013568,3284013823,"Denmark"
3284013824,3284014079,"Israel"
3284014080,3284014335,"Turkey"
3284014336,3284014591,"Italy"
3284014592,3284014847,"United Kingdom"
3284014848,3284015103,"Israel"
3284015104,3284015359,"United States"
3284015360,3284015615,"Denmark"
3284015616,3284015871,"Austria"
3284015872,3284016127,"France"
3284016128,3284016383,"Netherlands"
3284016384,3284016639,"Switzerland"
3284016640,3284016895,"Denmark"
3284016896,3284017151,"Denmark"
3284017152,3284025343,"Greece"
3284025344,3284033535,"United Kingdom"
3284033536,3284041727,"Russian Federation"
3284041728,3284041983,"Denmark"
3284041984,3284042239,"Slovenia"
3284042240,3284042495,"United Kingdom"
3284042496,3284042751,"Austria"
3284042752,3284043007,"Russian Federation"
3284043008,3284043263,"Thailand"
3284043264,3284043519,"Estonia"
3284043520,3284043775,"Germany"
3284043776,3284044031,"Croatia (LOCAL Name: Hrvatska)"
3284044032,3284044287,"France"
3284044288,3284044543,"Germany"
3284044544,3284044799,"Germany"
3284044800,3284045055,"Czech Republic"
3284045056,3284045311,"Lithuania"
3284045312,3284045567,"Germany"
3284045568,3284045823,"Austria"
3284046080,3284046335,"Germany"
3284046336,3284046591,"Netherlands"
3284046592,3284046847,"Sweden"
3284046848,3284047103,"Germany"
3284047360,3284047615,"Germany"
3284047616,3284047871,"Netherlands"
3284047872,3284048127,"Ukraine"
3284048128,3284048383,"Denmark"
3284048384,3284048639,"United Kingdom"
3284048640,3284048895,"France"
3284048896,3284049151,"France"
3284049152,3284049407,"Ukraine"
3284049408,3284049663,"Slovenia"
3284049664,3284049919,"Romania"
3284049920,3284058111,"Switzerland"
3284058112,3284066303,"Sweden"
3284066304,3284074495,"Netherlands"
3284074496,3284075007,"Netherlands"
3284075008,3284075519,"Germany"
3284075520,3284076031,"Russian Federation"
3284076032,3284076543,"Saudi Arabia"
3284076544,3284077055,"Poland"
3284077056,3284077567,"Russian Federation"
3284077568,3284078079,"Ukraine"
3284078080,3284078591,"Germany"
3284078592,3284079103,"Netherlands"
3284079104,3284079615,"Russian Federation"
3284079616,3284080127,"Germany"
3284080640,3284081151,"Ukraine"
3284081152,3284081663,"Germany"
3284081664,3284082175,"Ireland"
3284082176,3284082687,"Norway"
3284082688,3284083199,"Russian Federation"
3284083200,3284083711,"Bulgaria"
3284083712,3284084223,"Russian Federation"
3284084224,3284084735,"Ukraine"
3284084736,3284085247,"Russian Federation"
3284085248,3284085759,"Germany"
3284085760,3284086271,"Romania"
3284086272,3284086783,"Romania"
3284086784,3284087295,"Czech Republic"
3284087296,3284087807,"Russian Federation"
3284087808,3284088319,"Israel"
3284088320,3284088831,"Latvia"
3284088832,3284089343,"Ukraine"
3284089344,3284089855,"Ukraine"
3284089856,3284090367,"Bulgaria"
3284090368,3284090879,"Poland"
3284090880,3284091391,"Russian Federation"
3284091392,3284091903,"United Kingdom"
3284091904,3284092415,"Germany"
3284092416,3284092927,"United Kingdom"
3284092928,3284093439,"Ukraine"
3284093440,3284093951,"Iran (ISLAMIC Republic Of)"
3284093952,3284094463,"Russian Federation"
3284094464,3284094975,"Russian Federation"
3284094976,3284095487,"Ukraine"
3284095488,3284095999,"Russian Federation"
3284096000,3284096511,"Italy"
3284096512,3284097023,"United Kingdom"
3284097024,3284097535,"Russian Federation"
3284097536,3284098047,"Ukraine"
3284098048,3284098559,"Germany"
3284098560,3284099071,"Bulgaria"
3284099072,3284099327,"Slovenia"
3284099328,3284099583,"Hungary"
3284099584,3284100095,"Greece"
3284100096,3284100607,"Armenia"
3284100608,3284101119,"European Union"
3284101120,3284101631,"Ukraine"
3284101632,3284102143,"United Kingdom"
3284102144,3284102655,"Denmark"
3284102656,3284103167,"Austria"
3284103168,3284103679,"Netherlands"
3284103680,3284104191,"Germany"
3284104192,3284104703,"Norway"
3284104704,3284105215,"Turkey"
3284105216,3284105727,"Netherlands"
3284105728,3284106239,"Finland"
3284106240,3284106751,"Romania"
3284106752,3284107263,"Ukraine"
3284107264,3284107775,"Germany"
3284107776,3284108287,"Russian Federation"
3284108288,3284108799,"Switzerland"
3284108800,3284109311,"France"
3284109312,3284109823,"Russian Federation"
3284109824,3284110335,"Ukraine"
3284110336,3284110847,"Russian Federation"
3284110848,3284111359,"Denmark"
3284111360,3284111871,"Sweden"
3284111872,3284112383,"Russian Federation"
3284112384,3284112895,"Bulgaria"
3284112896,3284113407,"Netherlands"
3284113408,3284113919,"Netherlands"
3284113920,3284114431,"Armenia"
3284114432,3284114943,"United Kingdom"
3284114944,3284115455,"Russian Federation"
3284115456,3284115967,"Romania"
3284115968,3284116479,"Poland"
3284116480,3284116991,"Netherlands"
3284116992,3284117503,"Russian Federation"
3284117504,3284118015,"Ukraine"
3284118016,3284118527,"Poland"
3284118528,3284119039,"France"
3284119040,3284119551,"Russian Federation"
3284120064,3284120575,"Ukraine"
3284120576,3284121087,"Poland"
3284121088,3284121599,"Russian Federation"
3284121600,3284122111,"Poland"
3284122112,3284122623,"Armenia"
3284122624,3284123135,"Switzerland"
3284123136,3284123647,"Russian Federation"
3284123648,3284124159,"Russian Federation"
3284124160,3284124671,"Ukraine"
3284124672,3284125183,"Germany"
3284125696,3284126207,"Ukraine"
3284126208,3284126719,"Czech Republic"
3284126720,3284127231,"Czech Republic"
3284127744,3284128255,"Russian Federation"
3284128256,3284128767,"United Kingdom"
3284128768,3284129279,"Sweden"
3284129280,3284129791,"Ukraine"
3284129792,3284130303,"Germany"
3284130304,3284130815,"United Kingdom"
3284130816,3284131327,"Russian Federation"
3284131328,3284131839,"Hungary"
3284131840,3284132351,"Germany"
3284132352,3284132863,"Ukraine"
3284132864,3284133375,"Hungary"
3284133376,3284133887,"Turkmenistan"
3284133888,3284134399,"Poland"
3284134400,3284134911,"Ukraine"
3284134912,3284135423,"Russian Federation"
3284135424,3284135935,"Russian Federation"
3284135936,3284136447,"Switzerland"
3284136448,3284136959,"Russian Federation"
3284136960,3284137471,"France"
3284137472,3284137983,"Ukraine"
3284137984,3284138495,"Poland"
3284138496,3284139007,"Russian Federation"
3284139008,3284139519,"Austria"
3284139520,3284140031,"Austria"
3284140032,3284205567,"Denmark"
3284205568,3284271103,"Netherlands"
3284271104,3284336639,"United Kingdom"
3284336640,3284402175,"United Kingdom"
3284402176,3284467711,"Sweden"
3284467712,3284533247,"Finland"
3284533248,3284598783,"Sweden"
3284598784,3284664319,"Hungary"
3284664320,3284672511,"United Kingdom"
3284672512,3284680703,"Germany"
3284680704,3284681215,"Ukraine"
3284681216,3284681727,"Romania"
3284681728,3284682239,"Finland"
3284682240,3284682751,"Germany"
3284682752,3284683263,"Sweden"
3284683264,3284683775,"Kazakhstan"
3284683776,3284684287,"United Kingdom"
3284684288,3284684799,"France"
3284684800,3284685311,"Germany"
3284685312,3284685823,"Netherlands"
3284685824,3284686335,"United States"
3284686336,3284686847,"Romania"
3284686848,3284687359,"Poland"
3284687360,3284687871,"Ukraine"
3284687872,3284688383,"Israel"
3284688384,3284688895,"Italy"
3284688896,3284697087,"France"
3284697088,3284705279,"United Kingdom"
3284705280,3284713471,"France"
3284713472,3284713727,"Germany"
3284713728,3284713983,"Greece"
3284713984,3284714239,"Germany"
3284714240,3284714495,"France"
3284714496,3284714751,"Ukraine"
3284714752,3284715007,"Austria"
3284715008,3284715263,"United Kingdom"
3284715264,3284715519,"Poland"
3284715520,3284715775,"Slovenia"
3284715776,3284716031,"Belgium"
3284716032,3284716287,"Italy"
3284716288,3284716543,"Russian Federation"
3284716544,3284716799,"Greece"
3284716800,3284717055,"Israel"
3284717056,3284717311,"Poland"
3284717312,3284717567,"Germany"
3284717568,3284717823,"France"
3284717824,3284718079,"Russian Federation"
3284718080,3284718335,"United Kingdom"
3284718336,3284718591,"United Kingdom"
3284718592,3284718847,"Poland"
3284718848,3284719103,"Russian Federation"
3284719104,3284719359,"Poland"
3284719616,3284719871,"Russian Federation"
3284719872,3284720127,"France"
3284720128,3284720383,"Switzerland"
3284720384,3284720639,"Sweden"
3284720640,3284720895,"Sweden"
3284720896,3284721151,"Ukraine"
3284721152,3284721407,"Turkey"
3284721408,3284721663,"Netherlands"
3284721664,3284722175,"Belgium"
3284722176,3284722687,"Russian Federation"
3284722688,3284723199,"France"
3284723200,3284723711,"United Kingdom"
3284723712,3284724223,"Russian Federation"
3284724224,3284724735,"Poland"
3284724736,3284725247,"Russian Federation"
3284725248,3284725759,"Greece"
3284725760,3284726271,"Luxembourg"
3284726272,3284726783,"Germany"
3284726784,3284727295,"Ukraine"
3284727296,3284727807,"Macedonia"
3284727808,3284728319,"Russian Federation"
3284728320,3284728831,"Ukraine"
3284728832,3284729343,"Portugal"
3284729344,3284729855,"France"
3284729856,3284795391,"Russian Federation"
3284795392,3284803583,"France"
3284803584,3284811775,"Germany"
3284811776,3284819967,"Kenya"
3284819968,3284828159,"United Kingdom"
3284828160,3284836351,"Austria"
3284836352,3284844543,"Austria"
3284844544,3284860927,"Switzerland"
3284860928,3284926463,"Germany"
3284926464,3284991999,"Norway"
3284992000,3285057535,"Poland"
3285057536,3285065727,"Italy"
3285065728,3285073919,"Russian Federation"
3285073920,3285082111,"Netherlands"
3285082112,3285084159,"Austria"
3285085184,3285086207,"United Kingdom"
3285086208,3285087231,"Poland"
3285087232,3285088255,"Poland"
3285088256,3285088511,"Romania"
3285088512,3285088767,"Denmark"
3285088768,3285089279,"Russian Federation"
3285089280,3285090303,"Poland"
3285090304,3285098495,"Germany"
3285098496,3285106687,"United Kingdom"
3285106688,3285114879,"United Kingdom"
3285114880,3285115391,"Russian Federation"
3285115392,3285115903,"Russian Federation"
3285115904,3285116415,"Poland"
3285116416,3285116927,"Czech Republic"
3285116928,3285117439,"Ukraine"
3285117440,3285117951,"Russian Federation"
3285117952,3285118463,"France"
3285118464,3285118975,"Ukraine"
3285118976,3285119487,"Russian Federation"
3285119488,3285119999,"Romania"
3285120000,3285120511,"Russian Federation"
3285120512,3285121023,"Romania"
3285121024,3285121535,"Sweden"
3285121536,3285122047,"Cyprus"
3285122048,3285122559,"Russian Federation"
3285122560,3285123071,"Russian Federation"
3285123072,3285188607,"Belgium"
3285188608,3285221375,"Russian Federation"
3285221376,3285237759,"Russian Federation"
3285237760,3285245951,"Russian Federation"
3285245952,3285254143,"Russian Federation"
3285254144,3285286911,"Russian Federation"
3285286912,3285303295,"Russian Federation"
3285303296,3285311487,"Russian Federation"
3285311488,3285319679,"Russian Federation"
3285319680,3285320191,"Hungary"
3285320192,3285320703,"Russian Federation"
3285320704,3285321215,"Romania"
3285321216,3285321727,"Germany"
3285321728,3285322239,"Russian Federation"
3285322240,3285322751,"Germany"
3285322752,3285323263,"Poland"
3285323264,3285323775,"Czech Republic"
3285323776,3285324287,"Switzerland"
3285324288,3285324799,"Denmark"
3285324800,3285325311,"Russian Federation"
3285325312,3285325823,"United Kingdom"
3285325824,3285326335,"Poland"
3285326336,3285326847,"Germany"
3285326848,3285327359,"Slovakia (SLOVAK Republic)"
3285327360,3285327871,"Russian Federation"
3285327872,3285328383,"Russian Federation"
3285328384,3285328895,"Poland"
3285328896,3285329407,"Sweden"
3285329408,3285329919,"United Kingdom"
3285329920,3285330431,"Romania"
3285330432,3285330943,"France"
3285330944,3285331455,"Romania"
3285331456,3285331967,"Kazakhstan"
3285331968,3285332479,"Germany"
3285332480,3285332991,"Germany"
3285332992,3285333503,"Sweden"
3285333504,3285334015,"United Kingdom"
